,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision,abundancy,halflife
1851,,9,76,67,143,Ho,x,-42048.0,298.0,7999.0,2.0,B-,-10887.0,499.0,142,954860.0,320.0,142.95486,0.00031999999999999997,2.238468842542324e-06,0.0,0.3
1852,,7,75,68,143,Er,x,-31160.0,400.0,7917.0,3.0,B-,,,142,966548.0,429.0,142.966548,0.00042899999999999997,3.000701954418036e-06,0.0,0.2
1853,0,40,92,52,144,Te,x,-36220.0,300.0,8040.0,2.0,B-,9110.0,500.0,143,961116.0,322.0,143.961116,0.00032199999999999997,2.2367150863153906e-06,0.0,0.0
1854,,38,91,53,144,I,x,-45330.0,400.0,8098.0,3.0,B-,11542.0,400.0,143,951336.0,429.0,143.951336,0.00042899999999999997,2.9801737998458033e-06,0.0,0.1
1855,,36,90,54,144,Xe,x,-56872.301,5.31,8172.8845,0.0369,B-,6399.0606,20.8203,143,938945.076,5.7,143.938945076,5.7e-06,3.960012348979208e-08,0.0,0.388
1856,,34,89,55,144,Cs,,-63271.362,20.132,8211.8894,0.1398,B-,8495.7679,20.4163,143,932075.402,21.612,143.932075402,2.1611999999999996e-05,1.5015416084036876e-07,0.0,0.994
1857,,32,88,56,144,Ba,,-71767.13,7.136,8265.4549,0.0496,B-,3082.53,14.7744,143,922954.821,7.661,143.922954821,7.661e-06,5.3229868783114873e-08,0.0,11.5
1858,,30,87,57,144,La,x,-74849.66,12.937,8281.4283,0.0898,B-,5582.2823,13.2432,143,919645.589,13.888,143.919645589,1.3888e-05,9.649829210711648e-08,0.0,40.8
1859,,28,86,58,144,Ce,+,-80431.942,2.833,8314.7612,0.0197,B-,318.6462,0.8321,143,913652.763,3.041,143.913652763,3.0409999999999998e-06,2.11307262488013e-08,0.0,24583737.599999998
1860,,26,85,59,144,Pr,+,-80750.588,2.708,8311.5411,0.0188,B-,2997.44,2.4,143,913310.682,2.907,143.913310682,2.907e-06,2.019966038043202e-08,0.0,1036.8
1861,,24,84,60,144,Nd,,-83748.028,1.255,8326.9237,0.0087,B-,-2331.9117,2.6464,143,910092.798,1.346,143.910092798,1.3460000000000001e-06,9.353061858484928e-09,23.798,0.0
1862,,22,83,61,144,Pm,,-81416.116,2.912,8305.2969,0.0202,B-,549.5096,2.6679,143,912596.208,3.126,143.912596208,3.126e-06,2.1721517659801816e-08,0.0,31363200.0
1863,,20,82,62,144,Sm,,-81965.626,1.459,8303.68,0.0101,B-,-6346.4515,10.8092,143,912006.285,1.566,143.912006285,1.566e-06,1.08816494219303e-08,3.08,inf
1864,,18,81,63,144,Eu,,-75619.175,10.787,8254.1744,0.0749,B-,-3859.6633,29.9546,143,918819.481,11.58,143.918819481,1.158e-05,8.046202742462585e-08,0.0,10.2
1865,,16,80,64,144,Gd,x,-71759.511,27.945,8221.9382,0.1941,B-,-9391.3235,39.5199,143,922963.0,30.0,143.922963,2.9999999999999997e-05,2.084448469838687e-07,0.0,268.2
1866,,14,79,65,144,Tb,x,-62368.188,27.945,8151.2877,0.1941,B-,-5798.0965,28.8506,143,933045.0,30.0,143.933045,2.9999999999999997e-05,2.084302461606367e-07,0.0,268.2
1867,,12,78,66,144,Dy,x,-56570.091,7.173,8105.5902,0.0498,B-,-11960.5706,11.1039,143,939269.512,7.7,143.939269512,7.699999999999999e-06,5.349478308529321e-08,0.0,9.1
1868,,10,77,67,144,Ho,x,-44609.521,8.477,8017.0977,0.0589,B-,-8002.0,196.0,143,952109.712,9.1,143.952109712,9.1e-06,6.321546810398301e-08,0.0,0.7
1869,,8,76,68,144,Er,x,-36608.0,196.0,7956.0,1.0,B-,-14448.0,445.0,143,960700.0,210.0,143.9607,0.00020999999999999998,1.4587314454569892e-06,0.0,0.4
1870,,6,75,69,144,Tm,-p,-22159.0,400.0,7850.0,3.0,B-,,,143,976211.0,429.0,143.976211,0.00042899999999999997,2.979658910457089e-06,0.0,2.3e-06
1871,0,41,93,52,145,Te,x,-30010.0,300.0,7998.0,2.0,B-,11120.0,583.0,144,967783.0,322.0,144.967783,0.00032199999999999997,2.2211831714360975e-06,0.0,0.0
1872,,39,92,53,145,I,x,-41130.0,500.0,8069.0,3.0,B-,10363.0,500.0,144,955845.0,537.0,144.955845,0.0005369999999999999,3.7045763832427724e-06,0.0,0.1
1873,,37,91,54,145,Xe,x,-51493.337,11.178,8135.0877,0.0771,B-,8561.0867,14.3929,144,944719.631,12.0,144.944719631,1.2e-05,8.279018394426218e-08,0.0,0.188
1874,,35,90,55,145,Cs,,-60054.424,9.067,8188.7342,0.0625,B-,7461.7591,12.4121,144,935528.927,9.733,144.935528927,9.733e-06,6.715399648420395e-08,0.0,0.582
1875,,33,89,56,145,Ba,x,-67516.183,8.477,8234.7991,0.0585,B-,5319.1425,14.9122,144,927518.4,9.1,144.9275184,9.1e-06,6.279000772568254e-08,0.0,4.31
1876,,31,88,57,145,La,,-72835.325,12.269,8266.0873,0.0846,B-,4231.7331,35.2977,144,921808.065,13.17,144.921808065,1.317e-05,9.087659183835895e-08,0.0,24.8
1877,,29,87,58,145,Ce,,-77067.059,33.9,8289.8762,0.2338,B-,2558.9318,33.6347,144,917265.113,36.393,144.917265113,3.6393e-05,2.5112949772839256e-07,0.0,180.6
1878,,27,86,59,145,Pr,,-79625.99,7.149,8302.1285,0.0493,B-,1806.014,7.037,144,914517.987,7.674,144.914517987,7.674e-06,5.295535676203553e-08,0.0,21542.4
1879,,25,85,60,145,Nd,,-81432.004,1.271,8309.1883,0.0088,B-,-164.4982,2.5361,144,912579.151,1.364,144.912579151,1.364e-06,9.412571413684534e-09,8.293,inf
1880,,23,84,61,145,Pm,,-81267.506,2.805,8302.6583,0.0193,B-,-616.099,2.539,144,912755.748,3.011,144.912755748,3.011e-06,2.0778019053312745e-08,0.0,558557590.2
1881,,21,83,62,145,Sm,,-80651.407,1.485,8293.0139,0.0102,B-,-2659.8832,2.7224,144,913417.157,1.594,144.913417157,1.5940000000000001e-06,1.0999671605791006e-08,0.0,29376000.0
1882,,19,82,63,145,Eu,,-77991.524,3.06,8269.2744,0.0211,B-,-5064.8984,19.9521,144,916272.659,3.285,144.916272659,3.285e-06,2.2668261746766546e-08,0.0,512352.0
1883,,17,81,64,145,Gd,,-72926.626,19.716,8228.9485,0.136,B-,-6526.9329,109.7144,144,921710.051,21.165,144.921710051,2.1164999999999998e-05,1.460443710783687e-07,0.0,1380.0
1884,,15,80,65,145,Tb,,-66399.693,110.896,8178.5397,0.7648,B-,-8157.0853,111.0872,144,928717.001,119.051,144.928717001,0.000119051,8.214452074337935e-07,0.0,30.9
1885,,13,79,66,145,Dy,x,-58242.607,6.52,8116.8884,0.045,B-,-9122.4943,9.9019,144,937473.992,7.0,144.937473992,7e-06,4.82966882697733e-08,0.0,9.5
1886,,11,78,67,145,Ho,x,-49120.113,7.452,8048.5792,0.0514,B-,-9880.0,200.0,144,947267.392,8.0,144.947267392,8e-06,5.5192485818753284e-08,0.0,2.4
1887,,9,77,68,145,Er,x,-39240.0,200.0,7975.0,1.0,B-,-11657.0,280.0,144,957874.0,215.0,144.957874,0.000215,1.4831895230472268e-06,0.0,0.9
1888,,7,76,69,145,Tm,-p,-27583.0,196.0,7889.0,1.0,B-,,,144,970389.0,210.0,144.970389,0.00020999999999999998,1.4485716803863992e-06,0.0,3.17e-06
1889,0,40,93,53,146,I,x,-35540.0,300.0,8031.0,2.0,B-,12415.0,301.0,145,961846.0,322.0,145.961846,0.00032199999999999997,2.2060559579384872e-06,0.0,0.0
1890,,38,92,54,146,Xe,x,-47954.95,24.219,8110.4154,0.1659,B-,7355.4298,24.3911,145,948518.245,26.0,145.948518245,2.6e-05,1.781450083402318e-07,0.0,0.146
1891,,36,91,55,146,Cs,x,-55310.38,2.893,8155.4365,0.0198,B-,9555.8882,3.3918,145,940621.867,3.106,145.940621867,3.1059999999999996e-06,2.128262823787738e-08,0.0,0.323
1892,,34,90,56,146,Ba,x,-64866.269,1.77,8215.5293,0.0121,B-,4354.9052,2.4366,145,930363.2,1.9,145.9303632,1.8999999999999998e-06,1.301990866284639e-08,0.0,2.22
1893,,32,89,57,146,La,,-69221.174,1.675,8239.9988,0.0115,B-,6404.6947,14.7146,145,925688.017,1.797,145.925688017,1.797e-06,1.2314487081881386e-08,0.0,6.27
1894,,30,88,58,146,Ce,,-75625.868,14.665,8278.5081,0.1004,B-,1047.6178,32.4842,145,918812.294,15.743,145.918812294,1.5742999999999998e-05,1.0788876192523211e-07,0.0,811.2
1895,,28,87,59,146,Pr,,-76673.486,34.356,8280.325,0.2353,B-,4252.43,34.3686,145,917687.63,36.882,145.91768763,3.6882e-05,2.527589396394549e-07,0.0,1449.0
1896,,26,86,60,146,Nd,,-80925.916,1.273,8304.0927,0.0087,B-,-1471.556,4.1194,145,913122.459,1.366,145.913122459,1.3660000000000001e-06,9.361735099485869e-09,17.189,inf
1897,,24,85,61,146,Pm,+,-79454.36,4.275,8288.655,0.0293,B-,1542.0,3.0,145,914702.24,4.589,145.91470224,4.5890000000000004e-06,3.144988085197905e-08,0.0,174509800.78
1898,,22,84,62,146,Sm,,-80996.36,3.045,8293.8581,0.0209,B-,-3878.7573,5.8685,145,913046.835,3.269,145.913046835,3.269e-06,2.240375395420685e-08,0.0,2145870968000000.0
1899,,20,83,63,146,Eu,,-77117.603,6.009,8261.9327,0.0412,B-,-1031.7798,7.075,145,917210.852,6.451,145.917210852,6.451e-06,4.421000074174306e-08,0.0,398304.0
1900,,18,82,64,146,Gd,,-76085.823,4.076,8249.5072,0.0279,B-,-8322.1791,44.7488,145,918318.513,4.376,145.918318513,4.376e-06,2.9989380665801315e-08,0.0,4170528.0
1901,,16,81,65,146,Tb,,-67763.644,44.86,8187.1474,0.3073,B-,-5208.7165,45.158,145,927252.739,48.159,145.927252739,4.8159e-05,3.3002060339020685e-07,0.0,8.0
1902,,14,80,66,146,Dy,,-62554.928,6.695,8146.1128,0.0459,B-,-11316.7007,9.3917,145,932844.526,7.187,145.932844526,7.187e-06,4.924868026347238e-08,0.0,33.2
1903,,12,79,67,146,Ho,,-51238.227,6.587,8063.2426,0.0451,B-,-6916.2074,9.3987,145,944993.503,7.071,145.944993503,7.071e-06,4.84497606274836e-08,0.0,2.8
1904,,10,78,68,146,Er,,-44322.019,6.705,8010.5127,0.0459,B-,-13267.0,200.0,145,952418.357,7.197,145.952418357,7.197e-06,4.931059095160807e-08,0.0,1.7
1905,,8,77,69,146,Tm,-p,-31055.0,200.0,7914.0,1.0,B-,,,145,966661.0,215.0,145.966661,0.000215,1.472939084357078e-06,0.0,0.155
1906,0,41,94,53,147,I,x,-31200.0,300.0,8001.0,2.0,B-,11199.0,361.0,146,966505.0,322.0,146.966505,0.00032199999999999997,2.1909754198754333e-06,0.0,0.0
1907,,39,93,54,147,Xe,x,-42400.0,200.0,8072.0,1.0,B-,9520.0,200.0,146,954482.0,215.0,146.954482,0.000215,1.463038058274398e-06,0.0,0.13
1908,,37,92,55,147,Cs,x,-51920.073,8.383,8131.801,0.057,B-,8343.9631,21.4535,146,944261.512,9.0,146.944261512,9e-06,6.124771329886215e-08,0.0,0.23
1909,,35,91,56,147,Ba,x,-60264.036,19.748,8183.2405,0.1343,B-,6414.3615,22.466,146,935303.9,21.2,146.9353039,2.1199999999999997e-05,1.4428118659915874e-07,0.0,0.894
1910,,33,90,57,147,La,x,-66678.397,10.712,8221.5536,0.0729,B-,5335.5046,13.7248,146,928417.8,11.5,146.9284178,1.15e-05,7.826940609715052e-08,0.0,4.06
1911,,31,89,58,147,Ce,,-72013.902,8.58,8252.5274,0.0584,B-,3430.1913,15.5317,146,922689.9,9.211,146.9226899,9.211e-06,6.26928353018127e-08,0.0,56.4
1912,,29,88,59,147,Pr,,-75444.093,15.855,8270.54,0.1079,B-,2702.7013,15.8571,146,919007.438,17.02,146.919007438,1.702e-05,1.1584614065121874e-07,0.0,804.0
1913,,27,87,60,147,Nd,,-78146.794,1.275,8283.6036,0.0087,B-,895.1896,0.5664,146,916105.969,1.368,146.916105969,1.368e-06,9.311436557463989e-09,0.0,948672.0
1914,,25,86,61,147,Pm,,-79041.984,1.288,8284.3712,0.0088,B-,224.0638,0.294,146,915144.944,1.382,146.915144944,1.3819999999999999e-06,9.406790569663736e-09,0.0,82786439.6684
1915,,23,85,62,147,Sm,,-79266.048,1.262,8280.5734,0.0086,B-,-1721.4367,2.2832,146,914904.401,1.354,146.914904401,1.354e-06,9.216219453843132e-09,15.0,0.0
1916,,21,84,63,147,Eu,,-77544.611,2.569,8263.5409,0.0175,B-,-2187.6833,2.5273,146,916752.44,2.758,146.91675244,2.7579999999999997e-06,1.877253583539666e-08,0.0,2082240.0
1917,,19,83,64,147,Gd,,-75356.928,1.887,8243.3366,0.0128,B-,-4614.2543,8.1414,146,919101.014,2.025,146.919101014,2.0249999999999997e-06,1.3783095499658933e-08,0.0,137016.0
1918,,17,82,65,147,Tb,,-70742.674,8.096,8206.625,0.0551,B-,-6546.6266,11.9939,146,924054.62,8.691,146.92405462,8.691e-06,5.915300950874344e-08,0.0,5904.0
1919,,15,81,66,147,Dy,x,-64196.047,8.849,8156.768,0.0602,B-,-8438.946,10.1644,146,931082.712,9.5,146.931082712,9.499999999999999e-06,6.465616277136522e-08,0.0,67.0
1920,,13,80,67,147,Ho,,-55757.101,5.001,8094.0381,0.034,B-,-9149.2869,38.5173,146,940142.293,5.368,146.940142293,5.368e-06,3.653188241301794e-08,0.0,5.8
1921,,11,79,68,147,Er,x,-46607.814,38.191,8026.476,0.2598,B-,-10633.4071,38.7987,146,949964.456,41.0,146.949964456,4.1e-05,2.790065322695351e-07,0.0,3.2
1922,,9,78,69,147,Tm,,-35974.407,6.839,7948.8178,0.0465,B-,,,146,961379.887,7.341,146.961379887,7.341e-06,4.9951898965868206e-08,0.0,0.58
1923,0,40,94,54,148,Xe,x,-38650.0,300.0,8047.0,2.0,B-,8261.0,300.0,147,958508.0,322.0,147.958508,0.00032199999999999997,2.176285800340728e-06,0.0,0.1
1924,,38,93,55,148,Cs,x,-46910.95,13.041,8097.5469,0.0881,B-,10633.9614,13.1258,147,949639.026,14.0,147.949639026,1.4e-05,9.462679390207706e-08,0.0,0.145
1925,,36,92,56,148,Ba,x,-57544.911,1.49,8164.1118,0.0101,B-,5163.8307,19.5252,147,938223.0,1.6,147.938223,1.6e-06,1.0815325259111704e-08,0.0,0.62
1926,,34,91,57,148,La,x,-62708.742,19.468,8193.7165,0.1315,B-,7689.6824,22.4573,147,932679.4,20.9,147.9326794,2.0899999999999996e-05,1.4128048031556167e-07,0.0,1.35
1927,,32,90,58,148,Ce,,-70398.424,11.195,8240.3876,0.0756,B-,2137.0282,12.5663,147,924424.186,12.017,147.924424186,1.2016999999999999e-05,8.123742962750921e-08,0.0,56.8
1928,,30,89,59,148,Pr,,-72535.452,15.041,8249.5409,0.1016,B-,4872.6133,15.0858,147,922129.992,16.147,147.922129992,1.6146999999999996e-05,1.0915878510452267e-07,0.0,137.4
1929,,28,88,60,148,Nd,,-77408.066,2.053,8277.1778,0.0139,B-,-542.1891,5.8755,147,916899.027,2.203,147.916899027,2.203e-06,1.4893497730762158e-08,5.756,inf
1930,,26,87,61,148,Pm,+p,-76865.877,5.69,8268.2283,0.0384,B-,2470.1898,5.6409,147,917481.091,6.108,147.917481091,6.108e-06,4.129329376723438e-08,0.0,463795.2
1931,,24,86,62,148,Sm,,-79336.067,1.246,8279.6326,0.0084,B-,-3038.5844,9.9657,147,914829.233,1.337,147.914829233,1.3369999999999999e-06,9.038985522499006e-09,11.25,0.0
1932,,22,85,63,148,Eu,,-76297.482,9.961,8253.8155,0.0673,B-,-28.063,9.9633,147,918091.288,10.693,147.918091288,1.0692999999999999e-05,7.229000798273199e-08,0.0,4708800.0
1933,,20,84,64,148,Gd,,-76269.419,1.46,8248.3398,0.0099,B-,-5732.4723,12.5208,147,918121.414,1.566,147.918121414,1.566e-06,1.058693813192102e-08,0.0,2237386053.4
1934,,18,83,65,148,Tb,,-70536.947,12.463,8204.3207,0.0842,B-,-2677.5501,9.5961,147,924275.476,13.379,147.924275476,1.3378999999999998e-05,9.044492499252212e-08,0.0,3600.0
1935,,16,82,66,148,Dy,,-67859.397,8.724,8180.943,0.0589,B-,-9868.2304,84.2872,147,927149.944,9.365,147.927149944,9.365e-06,6.33081892238528e-08,0.0,198.0
1936,,14,81,67,148,Ho,x,-57991.166,83.834,8108.9797,0.5664,B-,-6512.1694,84.4583,147,937743.925,90.0,147.937743925,8.999999999999999e-05,6.083640159175828e-07,0.0,2.2
1937,,12,80,68,148,Er,x,-51478.997,10.246,8059.6924,0.0692,B-,-12713.963,14.4906,147,944735.026,11.0,147.944735026,1.1e-05,7.435208828531036e-08,0.0,4.6
1938,,10,79,69,148,Tm,x,-38765.034,10.246,7968.5011,0.0692,B-,-8535.0,400.0,147,958384.026,11.0,147.958384026,1.1e-05,7.434522938603482e-08,0.0,0.7
1939,,8,78,70,148,Yb,x,-30230.0,400.0,7906.0,3.0,B-,,,147,967547.0,429.0,147.967547,0.00042899999999999997,2.8992843951113143e-06,0.0,0.25
1940,0,41,95,54,149,Xe,x,-33000.0,300.0,8009.0,2.0,B-,10300.0,500.0,148,964573.0,322.0,148.964573,0.00032199999999999997,2.1615877756384396e-06,0.0,0.0
1941,,39,94,55,149,Cs,x,-43300.0,400.0,8073.0,3.0,B-,9531.0,400.0,148,953516.0,429.0,148.953516,0.00042899999999999997,2.880093142615042e-06,0.0,0.113
1942,,37,93,56,149,Ba,x,-52830.62,2.515,8131.8495,0.0169,B-,7389.301,200.2781,148,943284.0,2.7,148.943284,2.7e-06,1.8127705576842256e-08,0.0,0.348
1943,,35,92,57,149,La,+,-60219.921,200.262,8176.1915,1.344,B-,6450.0,200.0,148,935351.259,214.99,148.935351259,0.00021499,1.4435122231398934e-06,0.0,1.07
1944,,33,91,58,149,Ce,x,-66669.921,10.246,8214.2294,0.0688,B-,4369.4525,14.2296,148,928426.9,11.0,148.9284269,1.1e-05,7.386098294979036e-08,0.0,4.94
1945,,31,90,59,149,Pr,x,-71039.373,9.874,8238.304,0.0663,B-,3336.1617,10.0853,148,923736.1,10.6,148.9237361,1.0599999999999998e-05,7.117737089863406e-08,0.0,135.6
1946,,29,89,60,149,Nd,-n,-74375.535,2.054,8255.4437,0.0138,B-,1688.8697,2.4588,148,920154.583,2.205,148.920154583,2.205e-06,1.4806592204892273e-08,0.0,6220.8
1947,,27,88,61,149,Pm,,-76064.404,2.184,8261.5277,0.0147,B-,1071.4936,1.8747,148,918341.507,2.344,148.918341507,2.344e-06,1.574016992319122e-08,0.0,191088.0
1948,,25,87,62,149,Sm,,-77135.898,1.157,8263.4683,0.0078,B-,-694.5812,3.7881,148,917191.211,1.241,148.917191211,1.241e-06,8.333490511794798e-09,13.82,inf
1949,,23,86,63,149,Eu,,-76441.317,3.903,8253.556,0.0262,B-,-1314.1437,4.1361,148,917936.875,4.19,148.917936875,4.1900000000000005e-06,2.8136301696934184e-08,0.0,8043840.0
1950,,21,85,64,149,Gd,,-75127.173,3.31,8239.4856,0.0222,B-,-3638.5336,4.3388,148,919347.666,3.553,148.919347666,3.5529999999999997e-06,2.385855199935979e-08,0.0,801792.0
1951,,19,84,65,149,Tb,,-71488.639,3.629,8209.8153,0.0244,B-,-3794.6493,9.1335,148,923253.792,3.895,148.923253792,3.895e-06,2.6154411086398352e-08,0.0,14824.8
1952,,17,83,66,149,Dy,,-67693.99,9.183,8179.0972,0.0616,B-,-6048.1366,12.7928,148,927327.516,9.858,148.927327516,9.858e-06,6.619335862950274e-08,0.0,252.0
1953,,15,82,67,149,Ho,,-61645.854,11.985,8133.255,0.0804,B-,-7904.2328,30.4066,148,933820.457,12.866,148.933820457,1.2865999999999998e-05,8.638736292751354e-08,0.0,21.1
1954,,13,81,68,149,Er,x,-53741.621,27.945,8074.9558,0.1875,B-,-9801.0,202.0,148,942306.0,30.0,148.942306,2.9999999999999997e-05,2.014202734312439e-07,0.0,4.0
1955,,11,80,69,149,Tm,x,-43940.0,200.0,8004.0,1.0,B-,-10611.0,361.0,148,952828.0,215.0,148.952828,0.000215,1.443409990174876e-06,0.0,0.9
1956,,9,79,70,149,Yb,x,-33330.0,300.0,7927.0,2.0,B-,,,148,964219.0,322.0,148.964219,0.00032199999999999997,2.1615929124563795e-06,0.0,0.7
1957,0,42,96,54,150,Xe,x,-28990.0,300.0,7983.0,2.0,B-,9180.0,500.0,149,968878.0,322.0,149.968878,0.00032199999999999997,2.147112149495444e-06,0.0,0.0
1958,,40,95,55,150,Cs,x,-38170.0,400.0,8039.0,3.0,B-,11720.0,400.0,149,959023.0,429.0,149.959023,0.00042899999999999997,2.860781508292435e-06,0.0,0.0844
1959,,38,94,56,150,Ba,x,-49889.799,5.682,8111.8405,0.0379,B-,6421.3477,6.2138,149,946441.1,6.1,149.9464411,6.099999999999999e-06,4.068119226605639e-08,0.0,0.259
1960,,36,93,57,150,La,x,-56311.147,2.515,8149.4339,0.0168,B-,8535.7155,11.9641,149,939547.5,2.7,149.9395475,2.7e-06,1.800725722478254e-08,0.0,0.504
1961,,34,92,58,150,Ce,,-64846.863,11.697,8201.123,0.078,B-,3453.6462,14.2913,149,930384.032,12.556,149.930384032,1.2555999999999998e-05,8.374553350920611e-08,0.0,6.05
1962,,32,91,59,150,Pr,,-68300.509,9.015,8218.9316,0.0601,B-,5379.4422,9.0682,149,926676.391,9.677,149.926676391,9.676999999999999e-06,6.454488442579057e-08,0.0,6.19
1963,,30,90,60,150,Nd,,-73679.951,1.129,8249.5789,0.0075,B-,-82.6155,20.001,149,920901.322,1.211,149.920901322,1.211e-06,8.07759284610366e-09,5.638,0.0
1964,,28,89,61,150,Pm,+,-73597.336,20.031,8243.8125,0.1335,B-,3454.0,20.0,149,920990.014,21.504,149.920990014,2.1504e-05,1.4343555227318001e-07,0.0,9712.8
1965,,26,88,62,150,Sm,,-77051.336,1.112,8261.6235,0.0074,B-,-2258.9662,6.1803,149,917281.993,1.193,149.917281993,1.193e-06,7.957721645832028e-09,7.37,inf
1966,,24,87,63,150,Eu,,-74792.369,6.231,8241.3481,0.0415,B-,971.6815,3.5428,149,919707.092,6.688,149.919707092,6.687999999999999e-06,4.4610546069809414e-08,0.0,1164450569.4
1967,,22,86,64,150,Gd,,-75764.051,6.055,8242.6103,0.0404,B-,-4658.2621,8.3784,149,918663.949,6.5,149.918663949,6.5e-06,4.3356843162711206e-08,0.0,56486897540000.0
1968,,20,85,65,150,Tb,,-71105.789,7.371,8206.3396,0.0491,B-,-1796.1707,8.3886,149,923664.799,7.912,149.923664799,7.912e-06,5.2773523183331186e-08,0.0,12528.0
1969,,18,84,66,150,Dy,,-69309.618,4.319,8189.1495,0.0288,B-,-7363.7264,14.4629,149,925593.068,4.636,149.925593068,4.636e-06,3.092200541035915e-08,0.0,430.2
1970,,16,83,67,150,Ho,,-61945.892,14.168,8134.8423,0.0945,B-,-4114.5689,13.591,149,933498.353,15.209,149.933498353,1.5209e-05,1.0143830542919953e-07,0.0,76.8
1971,,14,82,68,150,Er,,-57831.323,17.194,8102.1962,0.1146,B-,-11340.0,196.0,149,937915.524,18.458,149.937915524,1.8458e-05,1.2310428576716805e-07,0.0,18.5
1972,,12,81,69,150,Tm,x,-46491.0,196.0,8021.0,1.0,B-,-7661.0,358.0,149,950090.0,210.0,149.95009,0.00020999999999999998,1.4004659817143157e-06,0.0,18.5
1973,,10,80,70,150,Yb,x,-38830.0,300.0,7965.0,2.0,B-,-14059.0,424.0,149,958314.0,322.0,149.958314,0.00032199999999999997,2.147263405482139e-06,0.0,0.7
1974,,8,79,71,150,Lu,-p,-24771.0,300.0,7866.0,2.0,B-,,,149,973407.0,322.0,149.973407,0.00032199999999999997,2.1470473095273482e-06,0.0,0.045
1975,0,41,96,55,151,Cs,x,-34280.0,500.0,8013.0,3.0,B-,10660.0,640.0,150,963199.0,537.0,150.963199,0.0005369999999999999,3.557158324394013e-06,0.0,0.069
1976,,39,95,56,151,Ba,x,-44940.0,400.0,8079.0,3.0,B-,8370.0,591.0,150,951755.0,429.0,150.951755,0.00042899999999999997,2.8419676207143134e-06,0.0,0.167
1977,,37,94,57,151,La,x,-53310.339,435.473,8129.0436,2.8839,B-,7914.7191,435.833,150,942769.0,467.5,150.942769,0.0004675,3.0972003700289876e-06,0.0,0.465
1978,,35,93,58,151,Ce,x,-61225.058,17.698,8176.2779,0.1172,B-,5554.6233,21.1885,150,934272.2,19.0,150.9342722,1.8999999999999998e-05,1.2588260918516553e-07,0.0,1.76
1979,,33,92,59,151,Pr,,-66779.681,11.65,8207.8824,0.0772,B-,4163.5021,11.6789,150,928309.066,12.506,150.928309066,1.2506e-05,8.286053211217788e-08,0.0,18.9
1980,,31,91,60,151,Nd,,-70943.183,1.133,8230.2741,0.0075,B-,2443.0767,4.4734,150,923839.363,1.215,150.923839363,1.215e-06,8.050418046135827e-09,0.0,746.4
1981,,29,90,61,151,Pm,,-73386.26,4.611,8241.2723,0.0305,B-,1190.2198,4.4757,150,921216.613,4.949,150.921216613,4.9489999999999995e-06,3.2791943446165564e-08,0.0,102240.0
1982,,27,89,62,151,Sm,,-74576.48,1.11,8243.9735,0.0074,B-,76.6182,0.5375,150,919938.859,1.191,150.919938859,1.191e-06,7.891601394781346e-09,0.0,2840123340.0
1983,,25,88,63,151,Eu,,-74653.098,1.166,8239.2998,0.0077,B-,-464.1779,2.7791,150,919856.606,1.251,150.919856606,1.2509999999999998e-06,8.289167695579859e-09,47.81,0.0
1984,,23,87,64,151,Gd,,-74188.92,2.993,8231.0446,0.0198,B-,-2565.3796,3.7615,150,920354.922,3.212,150.920354922,3.212e-06,2.1282748782694384e-08,0.0,10704960.0
1985,,21,86,65,151,Tb,,-71623.541,4.094,8208.8743,0.0271,B-,-2871.1525,4.9455,150,923108.97,4.395,150.92310897,4.3949999999999994e-06,2.912078892354135e-08,0.0,63392.4
1986,,19,85,66,151,Dy,-a,-68752.388,3.247,8184.6789,0.0215,B-,-5129.6421,8.7507,150,926191.279,3.486,150.926191279,3.486e-06,2.3097382703813352e-08,0.0,1074.0
1987,,17,84,67,151,Ho,-a,-63622.746,8.298,8145.5267,0.055,B-,-5356.4558,18.442,150,931698.176,8.908,150.931698176,8.907999999999998e-06,5.902007403118506e-08,0.0,35.2
1988,,15,83,68,151,Er,x,-58266.29,16.47,8104.8723,0.1091,B-,-7494.6768,25.4292,150,937448.567,17.681,150.937448567,1.7681e-05,1.1714124074484761e-07,0.0,23.5
1989,,13,82,69,151,Tm,,-50771.613,19.375,8050.0576,0.1283,B-,-9229.2615,300.1329,150,945494.433,20.799,150.945494433,2.0799e-05,1.3779145961347014e-07,0.0,4.17
1990,,11,81,70,151,Yb,ep,-41542.352,300.492,7983.7556,1.99,B-,-11242.0,425.0,150,955402.453,322.591,150.955402453,0.000322591,2.1369953957125766e-06,0.0,1.6
1991,,9,80,71,151,Lu,-p,-30300.0,300.0,7904.0,2.0,B-,,,150,967471.0,322.0,150.967471,0.00032199999999999997,2.1329098107498933e-06,0.0,0.0784
1992,0,42,97,55,152,Cs,x,-29130.0,500.0,7980.0,3.0,B-,12480.0,640.0,151,968728.0,537.0,151.968728,0.0005369999999999999,3.5336217330186507e-06,0.0,0.0
1993,,40,96,56,152,Ba,x,-41610.0,400.0,8057.0,3.0,B-,7680.0,500.0,151,955330.0,429.0,151.95533,0.00042899999999999997,2.8231981069699887e-06,0.0,0.139
1994,,38,95,57,152,La,x,-49290.0,300.0,8102.0,2.0,B-,9690.0,361.0,151,947085.0,322.0,151.947085,0.00032199999999999997,2.1191587847835317e-06,0.0,0.287
