Z	species	charge_state	el_name	isoelectric	ground_shells	groud_level	ionized_level	ie	ie_err	reference
24	CrIII	2	Chromium	Ti	Ar3d4	5D0	3d34F3/2	30.959	0.025	L7185,L17500
24	CrIV	3	Chromium	Sc	Ar3d3	4F3/2	3d23F2	49.16	0.05	L7185,L5498
24	CrV	4	Chromium	Ca	Ar3d2	3F2	3d2D3/2	69.46	0.04	L1933,L7185
24	CrVI	5	Chromium	K	Ar3d	2D3/2	3p61S0	90.6349	0.0007	L7185,L2229
24	CrVII	6	Chromium	Ar	Ne3s23p6	1S0	3p52P°3/2	160.29	0.06	L11770
24	CrVIII	7	Chromium	Cl	Ne3s23p5	2P°3/2	3p43P2	184.76	0.15	L11770
24	CrIX	8	Chromium	S	Ne3s23p4	3P2	3p34S°3/2	209.5	0.3	L11770
24	CrX	9	Chromium	P	Ne3s23p3	4S°3/2	3p23P0	244.5	0.5	L11770
24	CrXI	10	Chromium	Si	Ne3s23p2	3P0	3p2P°1/2	270.8	0.5	L7185
24	CrXII	11	Chromium	Al	Ne3s23p	2P°1/2	3s21S0	296.7	0.6	L11770
24	CrXIII	12	Chromium	Mg	Ne3s2	1S0	3s2S1/2	354.7	0.3	L11770
24	CrXIV	13	Chromium	Na	Ne3s	2S1/2	2p61S0	384.163	0.006	L11770
24	CrXV	14	Chromium	Ne	1s22s22p6	1S0	2p52P°3/2	1011.6	0.5	L11770
24	CrXVI	15	Chromium	F	1s22s22p5	2P°3/2	2p43P2	1097.2	1.4	L11770
24	CrXVII	16	Chromium	O	1s22s22p4	3P2	2p34S°3/2	1188.0	2.1	L11770c98
24	CrXVIII	17	Chromium	N	1s22s22p3	4S°3/2	2p23P0	1294.8	1.6	L11770
24	CrXIX	18	Chromium	C	1s22s22p2	3P0	2p2P°1/2	1394.5	0.7	L11770
24	CrXX	19	Chromium	B	1s22s22p	2P°1/2	2s21S0	1495.1	0.7	L11770
24	CrXXI	20	Chromium	Be	1s22s2	1S0	2s2S1/2	1634.1	0.5	L11770
24	CrXXII	21	Chromium	Li	1s22s	2S1/2	1s21S0	1721.183	0.007	L16264c99
24	CrXXIII	22	Chromium	He	1s2	1S0	1s2S1/2	7481.8628	0.0007	L12128
24	CrXXIV	23	Chromium	H	1s	2S1/2		7894.7992	0.0025	L7188
25	MnI	0	Manganese	Mn	Ar3d54s2	6S5/2	3d54s7S3	7.4340380	0.0000012	L19057
25	MnII	1	Manganese	Cr	Ar3d54s	7S3	3d56S5/2	15.63999	0.00007	L7185,L562
25	MnIII	2	Manganese	V	Ar3d5	6S5/2	3d45D0	33.668	0.012	L7185,L457
25	MnIV	3	Manganese	Ti	Ar3d4	5D0	3d34F3/2	51.21	0.12	L7185,L241
25	MnV	4	Manganese	Sc	Ar3d3	4F3/2	3d23F2	72.41	0.10	L7185,L241c99
25	MnVI	5	Manganese	Ca	Ar3d2	3F2	3d2D3/2	95.604	0.025	L7185
25	MnVII	6	Manganese	K	Ar3d	2D3/2	3p61S0	119.203	0.012	L7185,L5223
25	MnVIII	7	Manganese	Ar	Ne3s23p6	1S0	3p52P°3/2	195.5	0.3	L11770
25	MnIX	8	Manganese	Cl	Ne3s23p5	2P°3/2	3p43P2	221.89	0.17	L11770
25	MnX	9	Manganese	S	Ne3s23p4	3P2	3p34S°3/2	248.6	0.3	L11770
25	MnXI	10	Manganese	P	Ne3s23p3	4S°3/2	3p23P0	286.1	0.5	L11770
25	MnXII	11	Manganese	Si	Ne3s23p2	3P0	3p2P°1/2	314.4	0.6	L7185
25	MnXIII	12	Manganese	Al	Ne3s23p	2P°1/2	3s21S0	343.6	0.7	L7185
25	MnXIV	13	Manganese	Mg	Ne3s2	1S0	3s2S1/2	402.95	0.25	L7185
25	MnXV	14	Manganese	Na	Ne3s	2S1/2	2p61S0	435.172	0.007	L11770
25	MnXVI	15	Manganese	Ne	1s22s22p6	1S0	2p52P°3/2	1133.7	0.6	L11770
25	MnXVII	16	Manganese	F	1s22s22p5	2P°3/2	2p43P2	1224.1	1.5	L11770
25	MnXVIII	17	Manganese	O	1s22s22p4	3P2	2p34S°3/2	1320.3	2.5	L11770
25	MnXIX	18	Manganese	N	1s22s22p3	4S°3/2	2p23P0	1430.9	2.2	L11770
25	MnXX	19	Manganese	C	1s22s22p2	3P0	2p2P°1/2	1537.2	0.8	L11770
25	MnXXI	20	Manganese	B	1s22s22p	2P°1/2	2s21S0	1643.2	0.7	L11770
25	MnXXII	21	Manganese	Be	1s22s2	1S0	2s2S1/2	1788.7	0.6	L11770
25	MnXXIII	22	Manganese	Li	1s22s	2S1/2	1s21S0	1879.873	0.007	L16264c99
25	MnXXIV	23	Manganese	He	1s2	1S0	1s2S1/2	8140.7872	0.0010	L12128
25	MnXXV	24	Manganese	H	1s	2S1/2		8571.9488	0.0025	L7188
26	FeI	0	Iron	Fe	Ar3d64s2	5D4	3d64s6D9/2	7.9024681	0.0000012	L7743c109
26	FeII	1	Iron	Mn	Ar3d64s	6D9/2	3d65D4	16.19921	0.00005	L18349
26	FeIII	2	Iron	Cr	Ar3d6	5D4	3d56S5/2	30.651	0.012	L7185,L1171
26	FeIV	3	Iron	V	Ar3d5	6S5/2	3d45D0	54.91	0.04	L17209
26	FeV	4	Iron	Ti	Ar3d4	5D0	3d34F3/2	75.00	0.15	L7185,L241
26	FeVI	5	Iron	Sc	Ar3d3	4F3/2	3d23F2	98.985	0.015	L17209
26	FeVII	6	Iron	Ca	Ar3d2	3F2	3d2D3/2	124.976	0.012	L7185,L5267
26	FeVIII	7	Iron	K	Ar3d	2D3/2	3p61S0	151.060	0.012	L7185
26	FeIX	8	Iron	Ar	Ne3s23p6	1S0	3p52P°3/2	233.6	0.4	L7185
26	FeX	9	Iron	Cl	Ne3s23p5	2P°3/2	3p43P2	262.10	0.12	L7185
26	FeXI	10	Iron	S	Ne3s23p4	3P2	3p34S°3/2	290.9	0.4	L11770
26	FeXII	11	Iron	P	Ne3s23p3	4S°3/2	3p23P0	330.8	0.6	L11770
26	FeXIII	12	Iron	Si	Ne3s23p2	3P0	3p2P°1/2	361.0	0.7	L7185
26	FeXIV	13	Iron	Al	Ne3s23p	2P°1/2	3s21S0	392.2	0.7	L7185
26	FeXV	14	Iron	Mg	Ne3s2	1S0	3s2S1/2	456.2	0.5	L17943
26	FeXVI	15	Iron	Na	Ne3s	2S1/2	2p61S0	489.312	0.014	L11770
26	FeXVII	16	Iron	Ne	1s22s22p6	1S0	2p52P°3/2	1262.7	0.7	L11770
26	FeXVIII	17	Iron	F	1s22s22p5	2P°3/2	2p43P2	1357.8	1.9	L11770
26	FeXIX	18	Iron	O	1s22s22p4	3P2	2p34S°3/2	1460	3	L11770
26	FeXX	19	Iron	N	1s22s22p3	4S°3/2	2p23P0	1575.6	0.5	L7185
26	FeXXI	20	Iron	C	1s22s22p2	3P0	2p2P°1/2	1687.0	1.0	L11770
26	FeXXII	21	Iron	B	1s22s22p	2P°1/2	2s21S0	1798.4	0.8	L11770
26	FeXXIII	22	Iron	Be	1s22s2	1S0	2s2S1/2	1950.4	1.8	L11770
26	FeXXIV	23	Iron	Li	1s22s	2S1/2	1s21S0	2045.759	0.007	L16264c99
26	FeXXV	24	Iron	He	1s2	1S0	1s2S1/2	8828.1879	0.0011	L12128
26	FeXXVI	25	Iron	H	1s	2S1/2		9277.6818	0.0025	L7188
27	CoI	0	Cobalt	Co	Ar3d74s2	4F9/2	3d83F4	7.88101	0.00012	L10545
27	CoII	1	Cobalt	Fe	Ar3d8	3F4	3d74F9/2	17.0844	0.0012	L7185,L2115
27	CoIII	2	Cobalt	Mn	Ar3d7	4F9/2	3d65D4	33.50	0.06	L7185,L17500
27	CoIV	3	Cobalt	Cr	Ar3d6	5D4	3d56S5/2	51.27	0.10	L7185,L241
27	CoV	4	Cobalt	V	Ar3d5	6S5/2	3d45D0	79.50	0.20	L7185,L241
27	CoVI	5	Cobalt	Ti	Ar3d4	5D0	3d34F3/2	102.00	0.20	L7185,L241
27	CoVII	6	Cobalt	Sc	Ar3d3	4F3/2	3d23F2	128.9	0.5	L7185,L241c99
27	CoVIII	7	Cobalt	Ca	Ar3d2	3F2	3d2D3/2	157.8	0.6	L7185
27	CoIX	8	Cobalt	K	Ar3d	2D3/2	3p61S0	186.14	0.25	L7185
27	CoX	9	Cobalt	Ar	Ne3s23p6	1S0	3p52P°3/2	275.4	0.4	L7185
27	CoXI	10	Cobalt	Cl	Ne3s23p5	2P°3/2	3p43P2	305.32	0.23	L11770
27	CoXII	11	Cobalt	S	Ne3s23p4	3P2	3p34S°3/2	336.1	0.4	L11770
27	CoXIII	12	Cobalt	P	Ne3s23p3	4S°3/2	3p23P0	378.5	0.7	L11770
27	CoXIV	13	Cobalt	Si	Ne3s23p2	3P0	3p2P°1/2	410.0	1.0	L11770
27	CoXV	14	Cobalt	Al	Ne3s23p	2P°1/2	3s21S0	441.1	1.4	L11770
27	CoXVI	15	Cobalt	Mg	Ne3s2	1S0	3s2S1/2	511.96	0.06	L7185
27	CoXVII	16	Cobalt	Na	Ne3s	2S1/2	2p61S0	546.588	0.015	L11770c98
27	CoXVIII	17	Cobalt	Ne	1s22s22p6	1S0	2p52P°3/2	1397.2	0.5	L7185
27	CoXIX	18	Cobalt	F	1s22s22p5	2P°3/2	2p43P2	1504.5	1.2	L7185
27	CoXX	19	Cobalt	O	1s22s22p4	3P2	2p34S°3/2	1606	4	L11770
27	CoXXI	20	Cobalt	N	1s22s22p3	4S°3/2	2p23P0	1724	3	L11770
27	CoXXII	21	Cobalt	C	1s22s22p2	3P0	2p2P°1/2	1844.0	1.1	L11770
27	CoXXIII	22	Cobalt	B	1s22s22p	2P°1/2	2s21S0	1960.8	0.8	L11770
27	CoXXIV	23	Cobalt	Be	1s22s2	1S0	2s2S1/2	2119.4	1.9	L11770
27	CoXXV	24	Cobalt	Li	1s22s	2S1/2	1s21S0	2218.876	0.007	L16264c99
27	CoXXVI	25	Cobalt	He	1s2	1S0	1s2S1/2	9544.1833	0.0012	L12128
27	CoXXVII	26	Cobalt	H	1s	2S1/2		10012.122	0.004	L7188
28	NiI	0	Nickel	Ni	Ar3d84s2	3F4	3d92D5/2	7.639878	0.000017	L12369
28	NiII	1	Nickel	Co	Ar3d9	2D5/2	3d83F4	18.168838	0.000025	L7185,L897
28	NiIII	2	Nickel	Fe	Ar3d8	3F4	3d74F9/2	35.187	0.019	L11049
28	NiIV	3	Nickel	Mn	Ar3d7	4F9/2	3d65D4	54.92	0.25	L7185,L241
28	NiV	4	Nickel	Cr	Ar3d6	5D4	3d56S5/2	76.06	0.06	L7185
28	NiVI	5	Nickel	V	Ar3d5	6S5/2	3d45D0	108.0	1.0	L7185,L241c99
28	NiVII	6	Nickel	Ti	Ar3d4	5D0	3d34F3/2	132.0	2.0	L8672c99
28	NiVIII	7	Nickel	Sc	Ar3d3	4F3/2	3d23F2	162.0	2.1	L8672c99
28	NiIX	8	Nickel	Ca	Ar3d2	3F2	3d2D3/2	193.2	0.5	L241c99
28	NiX	9	Nickel	K	Ar3d	2D3/2	3p61S0	224.7	0.5	L7185,L241c99
28	NiXI	10	Nickel	Ar	Ne3s23p6	1S0	3p52P°3/2	319.5	0.7	L11770
28	NiXII	11	Nickel	Cl	Ne3s23p5	2P°3/2	3p43P2	351.6	0.3	L11770
28	NiXIII	12	Nickel	S	Ne3s23p4	3P2	3p34S°3/2	384.5	0.5	L11770
28	NiXIV	13	Nickel	P	Ne3s23p3	4S°3/2	3p23P0	429.3	0.8	L11770
28	NiXV	14	Nickel	Si	Ne3s23p2	3P0	3p2P°1/2	462.8	1.1	L11770
28	NiXVI	15	Nickel	Al	Ne3s23p	2P°1/2	3s21S0	495.4	1.7	L11770
28	NiXVII	16	Nickel	Mg	Ne3s2	1S0	3s2S1/2	571.07	0.12	L7185
28	NiXVIII	17	Nickel	Na	Ne3s	2S1/2	2p61S0	607.020	0.019	L11770
28	NiXIX	18	Nickel	Ne	1s22s22p6	1S0	2p52P°3/2	1541.0	0.8	L11770
28	NiXX	19	Nickel	F	1s22s22p5	2P°3/2	2p43P2	1646	3	L11770
28	NiXXI	20	Nickel	O	1s22s22p4	3P2	2p34S°3/2	1758	4	L11770
28	NiXXII	21	Nickel	N	1s22s22p3	4S°3/2	2p23P0	1880	5	L11770
28	NiXXIII	22	Nickel	C	1s22s22p2	3P0	2p2P°1/2	2008.1	1.3	L11770
28	NiXXIV	23	Nickel	B	1s22s22p	2P°1/2	2s21S0	2130.5	0.9	L11770
28	NiXXV	24	Nickel	Be	1s22s2	1S0	2s2S1/2	2295.6	2.1	L11770
28	NiXXVI	25	Nickel	Li	1s22s	2S1/2	1s21S0	2399.259	0.007	L16264c99
28	NiXXVII	26	Nickel	He	1s2	1S0	1s2S1/2	10288.8862	0.0014	L12128
28	NiXXVIII	27	Nickel	H	1s	2S1/2		10775.386	0.004	L7188
29	CuI	0	Copper	Cu	Ar3d104s	2S1/2	3d101S0	7.726380	0.000004	L14897
29	CuII	1	Copper	Ni	Ar3d10	1S0	3d92D5/2	20.29239	0.00006	L869,L19804
29	CuIII	2	Copper	Co	Ar3d9	2D5/2	3d83F4	36.841	0.012	L10559,L2987
29	CuIV	3	Copper	Fe	Ar3d8	3F4	3d74F9/2	57.38	0.05	L10559,L5144
29	CuV	4	Copper	Mn	Ar3d7	4F9/2	3d65D4	79.8	0.7	L10559,L241
29	CuVI	5	Copper	Cr	Ar3d6	5D4	3d56S5/2	103.0	1.0	L10559,L241
29	CuVII	6	Copper	V	Ar3d5	6S5/2	3d45D0	139.0	1.2	L10559,L241c99
29	CuVIII	7	Copper	Ti	Ar3d4	5D0	3d34F3/2	166.0	2.1	L8672c99
29	CuIX	8	Copper	Sc	Ar3d3	4F3/2	3d23F2	198.0	2.2	L8672c99
29	CuX	9	Copper	Ca	Ar3d2	3F2	3d2D3/2	232.2	0.5	L241c99
29	CuXI	10	Copper	K	Ar3d	2D3/2	3p61S0	265.33	0.25	L10559
29	CuXII	11	Copper	Ar	Ne3s23p6	1S0	3p52P°3/2	367.0	0.9	L11770
29	CuXIII	12	Copper	Cl	Ne3s23p5	2P°3/2	3p43P2	401.0	0.3	L11770
29	CuXIV	13	Copper	S	Ne3s23p4	3P2	3p34S°3/2	436.0	0.6	L11770
29	CuXV	14	Copper	P	Ne3s23p3	4S°3/2	3p23P0	483.1	0.9	L11770
29	CuXVI	15	Copper	Si	Ne3s23p2	3P0	3p2P°1/2	518.7	1.2	L11770
29	CuXVII	16	Copper	Al	Ne3s23p	2P°1/2	3s21S0	552.8	2.1	L11770
29	CuXVIII	17	Copper	Mg	Ne3s2	1S0	3s2S1/2	632.5	0.6	L11770
29	CuXIX	18	Copper	Na	Ne3s	2S1/2	2p61S0	670.608	0.020	L11770
29	CuXX	19	Copper	Ne	1s22s22p6	1S0	2p52P°3/2	1690.5	0.9	L11770
29	CuXXI	20	Copper	F	1s22s22p5	2P°3/2	2p43P2	1800	3	L11770
29	CuXXII	21	Copper	O	1s22s22p4	3P2	2p34S°3/2	1918	4	L11770
29	CuXXIII	22	Copper	N	1s22s22p3	4S°3/2	2p23P0	2044	6	L11770
29	CuXXIV	23	Copper	C	1s22s22p2	3P0	2p2P°1/2	2179.4	1.5	L11770
29	CuXXV	24	Copper	B	1s22s22p	2P°1/2	2s21S0	2307.3	1.0	L11770
29	CuXXVI	25	Copper	Be	1s22s2	1S0	2s2S1/2	2479.1	2.2	L11770
29	CuXXVII	26	Copper	Li	1s22s	2S1/2	1s21S0	2586.954	0.007	L16264c99
29	CuXXVIII	27	Copper	He	1s2	1S0	1s2S1/2	11062.4313	0.0016	L12128
29	CuXXIX	28	Copper	H	1s	2S1/2		11567.613	0.004	L7188
30	ZnI	0	Zinc	Zn	Ar3d104s2	1S0	4s2S1/2	9.394197	0.000006	L13951
30	ZnII	1	Zinc	Cu	Ar3d104s	2S1/2	3d101S0	17.96439	0.00025	L9171,L640
30	ZnIII	2	Zinc	Ni	Ar3d10	1S0	3d92D5/2	39.72330	0.00012	L9171,L65
30	ZnIV	3	Zinc	Co	Ar3d9	2D5/2	3d83F4	59.573	0.019	L9171,L6389
30	ZnV	4	Zinc	Fe	Ar3d8	3F4	3d74F9/2	82.6	0.9	L9171,L241
30	ZnVI	5	Zinc	Mn	Ar3d7	4F9/2	3d65D4	108.0	1.0	L9171,L241
30	ZnVII	6	Zinc	Cr	Ar3d6	5D4	3d56S5/2	133.9	1.2	L9171,L241
30	ZnVIII	7	Zinc	V	Ar3d5	6S5/2	3d45D0	173.9	1.7	L9171,L241c99
30	ZnIX	8	Zinc	Ti	Ar3d4	5D0	3d34F3/2	203.0	2.0	L9171,L241
30	ZnX	9	Zinc	Sc	Ar3d3	4F3/2	3d23F2	238.0	2.2	L8672c99
30	ZnXI	10	Zinc	Ca	Ar3d2	3F2	3d2D3/2	274.4	0.5	L241c99
30	ZnXII	11	Zinc	K	Ar3d	2D3/2	3p61S0	310.8	1.0	L9171
30	ZnXIII	12	Zinc	Ar	Ne3s23p6	1S0	3p52P°3/2	417.6	1.2	L11770
30	ZnXIV	13	Zinc	Cl	Ne3s23p5	2P°3/2	3p43P2	453.4	0.3	L11770
30	ZnXV	14	Zinc	S	Ne3s23p4	3P2	3p34S°3/2	490.6	0.6	L11770
30	ZnXVI	15	Zinc	P	Ne3s23p3	4S°3/2	3p23P0	540.0	1.0	L11770
30	ZnXVII	16	Zinc	Si	Ne3s23p2	3P0	3p2P°1/2	577.8	1.3	L11770
30	ZnXVIII	17	Zinc	Al	Ne3s23p	2P°1/2	3s21S0	613.3	2.4	L11770
30	ZnXIX	18	Zinc	Mg	Ne3s2	1S0	3s2S1/2	697.5	0.7	L11770
30	ZnXX	19	Zinc	Na	Ne3s	2S1/2	2p61S0	737.366	0.021	L11770
30	ZnXXI	20	Zinc	Ne	1s22s22p6	1S0	2p52P°3/2	1846.8	1.0	L11770
30	ZnXXII	21	Zinc	F	1s22s22p5	2P°3/2	2p43P2	1961	3	L11770
30	ZnXXIII	22	Zinc	O	1s22s22p4	3P2	2p34S°3/2	2085	5	L11770
30	ZnXXIV	23	Zinc	N	1s22s22p3	4S°3/2	2p23P0	2214	8	L11770
30	ZnXXV	24	Zinc	C	1s22s22p2	3P0	2p2P°1/2	2358.0	1.6	L11770
30	ZnXXVI	25	Zinc	B	1s22s22p	2P°1/2	2s21S0	2491.5	1.1	L11770
30	ZnXXVII	26	Zinc	Be	1s22s2	1S0	2s2S1/2	2669.9	2.5	L11770
30	ZnXXVIII	27	Zinc	Li	1s22s	2S1/2	1s21S0	2781.996	0.007	L16264c99
30	ZnXXIX	28	Zinc	He	1s2	1S0	1s2S1/2	11864.9399	0.0019	L12128
30	ZnXXX	29	Zinc	H	1s	2S1/2		12388.929	0.005	L7188
31	GaI	0	Gallium	Ga	Ar3d104s24p	2P°1/2	4s21S0	5.9993020	0.0000012	L5566
31	GaII	1	Gallium	Zn	Ar3d104s2	1S0	4s2S1/2	20.51514	0.00012	L6473
31	GaIII	2	Gallium	Cu	Ar3d104s	2S1/2	3d101S0	30.72576	0.00025	L6636
31	GaIV	3	Gallium	Ni	Ar3d10	1S0	3d92D5/2	63.241	0.009	L12180,L17779
31	GaV	4	Gallium	Co	Ar3d9	2D5/2	3d83F4	86.01	0.12	L12180
31	GaVI	5	Gallium	Fe	Ar3d8	3F4	3d74F9/2	112.7	1.1	L12180
31	GaVII	6	Gallium	Mn	Ar3d7	4F9/2	3d65D4	140.8	1.4	L12180
31	GaVIII	7	Gallium	Cr	Ar3d6	5D4	3d56S5/2	169.9	1.7	L12180
31	GaIX	8	Gallium	V	Ar3d5	6S5/2	3d45D0	211.0	2.2	L8672c99
31	GaX	9	Gallium	Ti	Ar3d4	5D0	3d34F3/2	244.0	2.5	L12180
31	GaXI	10	Gallium	Sc	Ar3d3	4F3/2	3d23F2	280.0	2.4	L8672c99
31	GaXII	11	Gallium	Ca	Ar3d2	3F2	3d2D3/2	319.0	2.5	L8672c99
31	GaXIII	12	Gallium	K	Ar3d	2D3/2	3p61S0	356	3	L8672c99
31	GaXIV	13	Gallium	Ar	Ne3s23p6	1S0	3p52P°3/2	471.2	1.4	L11770
31	GaXV	14	Gallium	Cl	Ne3s23p5	2P°3/2	3p43P2	508.8	0.4	L11770
31	GaXVI	15	Gallium	S	Ne3s23p4	3P2	3p34S°3/2	548.3	0.7	L11770
31	GaXVII	16	Gallium	P	Ne3s23p3	4S°3/2	3p23P0	599.8	1.4	L11770
31	GaXVIII	17	Gallium	Si	Ne3s23p2	3P0	3p2P°1/2	640.0	1.5	L11770
31	GaXIX	18	Gallium	Al	Ne3s23p	2P°1/2	3s21S0	677	3	L11770
31	GaXX	19	Gallium	Mg	Ne3s2	1S0	3s2S1/2	765.7	0.9	L11770
31	GaXXI	20	Gallium	Na	Ne3s	2S1/2	2p61S0	807.308	0.025	L11770
31	GaXXII	21	Gallium	Ne	1s22s22p6	1S0	2p52P°3/2	2010.0	1.1	L11770
31	GaXXIII	22	Gallium	F	1s22s22p5	2P°3/2	2p43P2	2129	4	L11770
31	GaXXIV	23	Gallium	O	1s22s22p4	3P2	2p34S°3/2	2258	5	L11770
31	GaXXV	24	Gallium	N	1s22s22p3	4S°3/2	2p23P0	2391	18	L11770
31	GaXXVI	25	Gallium	C	1s22s22p2	3P0	2p2P°1/2	2543.9	2.0	L11770
31	GaXXVII	26	Gallium	B	1s22s22p	2P°1/2	2s21S0	2683.0	1.4	L11770
31	GaXXVIII	27	Gallium	Be	1s22s2	1S0	2s2S1/2	2868	3	L11770
31	GaXXIX	28	Gallium	Li	1s22s	2S1/2	1s21S0	2984.426	0.007	L16264c99
31	GaXXX	29	Gallium	He	1s2	1S0	1s2S1/2	12696.5575	0.0021	L12128
31	GaXXXI	30	Gallium	H	1s	2S1/2		13239.489	0.006	L7188
32	GeI	0	Germanium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	7.899435	0.000012	L3935,L12369
32	GeII	1	Germanium	Ga	Ar3d104s24p	2P°1/2	4s21S0	15.934610	0.000025	L7213
32	GeIII	2	Germanium	Zn	Ar3d104s2	1S0	4s2S1/2	34.0576	0.0012	L7213,L11268
32	GeIV	3	Germanium	Cu	Ar3d104s	2S1/2	3d101S0	45.7155	0.0012	L7213,L6924
32	GeV	4	Germanium	Ni	Ar3d10	1S0	3d92D5/2	90.500	0.019	L7213,L17779
32	GeVI	5	Germanium	Co	Ar3d9	2D5/2	3d83F4	115.90	0.12	L7213
32	GeVII	6	Germanium	Fe	Ar3d8	3F4	3d74F9/2	144.9	1.5	L7213
32	GeVIII	7	Germanium	Mn	Ar3d7	4F9/2	3d65D4	176.4	1.7	L7213
32	GeIX	8	Germanium	Cr	Ar3d6	5D4	3d56S5/2	212.5	2.1	L7213
32	GeX	9	Germanium	V	Ar3d5	6S5/2	3d45D0	252.1	2.2	L8672c99
32	GeXI	10	Germanium	Ti	Ar3d4	5D0	3d34F3/2	286	3	L7213
32	GeXII	11	Germanium	Sc	Ar3d3	4F3/2	3d23F2	326.0	2.5	L8672c99
32	GeXIII	12	Germanium	Ca	Ar3d2	3F2	3d2D3/2	367	3	L8672c99
32	GeXIV	13	Germanium	K	Ar3d	2D3/2	3p61S0	407	3	L8672c99
32	GeXV	14	Germanium	Ar	Ne3s23p6	1S0	3p52P°3/2	527.9	1.6	L11770
32	GeXVI	15	Germanium	Cl	Ne3s23p5	2P°3/2	3p43P2	567.3	0.5	L11770
32	GeXVII	16	Germanium	S	Ne3s23p4	3P2	3p34S°3/2	609.1	0.8	L11770
32	GeXVIII	17	Germanium	P	Ne3s23p3	4S°3/2	3p23P0	662.8	1.9	L11770
32	GeXIX	18	Germanium	Si	Ne3s23p2	3P0	3p2P°1/2	706.7	1.0	L7213
32	GeXX	19	Germanium	Al	Ne3s23p	2P°1/2	3s21S0	744	3	L11770
32	GeXXI	20	Germanium	Mg	Ne3s2	1S0	3s2S1/2	837.1	1.0	L11770
32	GeXXII	21	Germanium	Na	Ne3s	2S1/2	2p61S0	880.44	0.03	L11770
32	GeXXIII	22	Germanium	Ne	1s22s22p6	1S0	2p52P°3/2	2180.1	1.2	L11770
32	GeXXIV	23	Germanium	F	1s22s22p5	2P°3/2	2p43P2	2304	4	L11770
32	GeXXV	24	Germanium	O	1s22s22p4	3P2	2p34S°3/2	2439	5	L11770
32	GeXXVI	25	Germanium	N	1s22s22p3	4S°3/2	2p23P0	2575	19	L11770
32	GeXXVII	26	Germanium	C	1s22s22p2	3P0	2p2P°1/2	2737.1	2.3	L11770
32	GeXXVIII	27	Germanium	B	1s22s22p	2P°1/2	2s21S0	2881.9	1.6	L11770
32	GeXXIX	28	Germanium	Be	1s22s2	1S0	2s2S1/2	3074	3	L11770
32	GeXXX	29	Germanium	Li	1s22s	2S1/2	1s21S0	3194.293	0.007	L16264c99
32	GeXXXI	30	Germanium	He	1s2	1S0	1s2S1/2	13557.4208	0.0024	L12128
32	GeXXXII	31	Germanium	H	1s	2S1/2		14119.430	0.006	L7188
33	AsI	0	Arsenic	As	Ar3d104s24p3	4S°3/2	4p23P0	9.78855	0.00025	L1351
33	AsII	1	Arsenic	Ge	Ar3d104s24p2	3P0	4p2P°1/2	18.5892	0.0010	L820
33	AsIII	2	Arsenic	Ga	Ar3d104s24p	2P°1/2	4s21S0	28.349	0.012	L9358
33	AsIV	3	Arsenic	Zn	Ar3d104s2	1S0	4s2S1/2	50.15	0.06	L9358
33	AsV	4	Arsenic	Cu	Ar3d104s	2S1/2	3d101S0	62.77	0.06	L5339
33	AsVI	5	Arsenic	Ni	Ar3d10	1S0	3d92D5/2	121.19	0.06	L11275
33	AsVII	6	Arsenic	Co	Ar3d9	2D5/2	3d83F4	147.0	2.0	L8672c99
33	AsVIII	7	Arsenic	Fe	Ar3d8	3F4	3d74F9/2	180.0	2.1	L8672c99
33	AsIX	8	Arsenic	Mn	Ar3d7	4F9/2	3d65D4	213.0	2.2	L8672c99
33	AsX	9	Arsenic	Cr	Ar3d6	5D4	3d56S5/2	247.0	2.2	L8672c99
33	AsXI	10	Arsenic	V	Ar3d5	6S5/2	3d45D0	296.0	2.4	L8672c99
33	AsXII	11	Arsenic	Ti	Ar3d4	5D0	3d34F3/2	333.0	2.5	L8672c99
33	AsXIII	12	Arsenic	Sc	Ar3d3	4F3/2	3d23F2	375	3	L8672c99
33	AsXIV	13	Arsenic	Ca	Ar3d2	3F2	3d2D3/2	418	3	L8672c99
33	AsXV	14	Arsenic	K	Ar3d	2D3/2	3p61S0	460	3	L8672c99
33	AsXVI	15	Arsenic	Ar	Ne3s23p6	1S0	3p52P°3/2	587.6	1.9	L11770
33	AsXVII	16	Arsenic	Cl	Ne3s23p5	2P°3/2	3p43P2	628.8	0.6	L11770
33	AsXVIII	17	Arsenic	S	Ne3s23p4	3P2	3p34S°3/2	672.9	0.9	L11770
33	AsXIX	18	Arsenic	P	Ne3s23p3	4S°3/2	3p23P0	728.9	2.2	L11770
33	AsXX	19	Arsenic	Si	Ne3s23p2	3P0	3p2P°1/2	774.0	1.8	L11770
33	AsXXI	20	Arsenic	Al	Ne3s23p	2P°1/2	3s21S0	814	4	L11770
33	AsXXII	21	Arsenic	Mg	Ne3s2	1S0	3s2S1/2	911.7	1.1	L11770
33	AsXXIII	22	Arsenic	Na	Ne3s	2S1/2	2p61S0	956.79	0.03	L11770
33	AsXXIV	23	Arsenic	Ne	1s22s22p6	1S0	2p52P°3/2	2356.9	1.4	L11770
33	AsXXV	24	Arsenic	F	1s22s22p5	2P°3/2	2p43P2	2486	4	L11770
33	AsXXVI	25	Arsenic	O	1s22s22p4	3P2	2p34S°3/2	2626	6	L11770
33	AsXXVII	26	Arsenic	N	1s22s22p3	4S°3/2	2p23P0	2766	21	L11770
